from_email,to_email,cc_email,date,ts,subject,body_html,category
clientmanager@theledger.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T08:20:00,Holiday Notice: Holi (2026-03-03) - Ledger,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>Brightwave Labs team may continue working and bill as usual.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Ledger</span></p></div>",client_holiday
clientmanager@bettercroft.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T14:45:00,Holiday Notice: Holi (2026-03-03) - Bettercroft,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Kiran<br><span style=""color:#888;font-size:12px"">Bettercroft</span></p></div>",client_holiday
clientmanager@quotera.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T12:49:00,Holiday Notice: Holi (2026-03-03) - Quotera,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Quotera</span></p></div>",client_holiday
clientmanager@archway.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T09:49:00,Holiday Notice: Holi (2026-03-03) - Archway,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Gopi<br><span style=""color:#888;font-size:12px"">Archway</span></p></div>",client_holiday
clientmanager@kredora.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T15:39:00,Holiday Notice: Holi (2026-03-03) - Kredora,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Kredora</span></p></div>",client_holiday
clientmanager@parcelly.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T16:45:00,Holiday Notice: Holi (2026-03-03) - Parcelly,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Parcelly</span></p></div>",client_holiday
atirek@brightwavelabs.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T11:43:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Brightwave Labs,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Atirek<br><span style=""color:#888;font-size:12px"">Brightwave Labs</span></p></div>",client_holiday
clientmanager@nimbus.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T08:56:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Nimbus,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Nimbus</span></p></div>",client_holiday
clientmanager@wellnest.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T17:15:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Wellnest,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>Brightwave Labs team may continue working and bill as usual.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Wellnest</span></p></div>",client_holiday
clientmanager@mobiscape.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T16:06:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Mobiscape,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Mobiscape</span></p></div>",client_holiday
clientmanager@summitcapital.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T08:44:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Summit,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Summit</span></p></div>",client_holiday
clientmanager@theledger.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T10:05:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Ledger,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>Brightwave Labs team may continue working and bill as usual.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Ledger</span></p></div>",client_holiday
clientmanager@bettercroft.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T17:37:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Bettercroft,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Kiran<br><span style=""color:#888;font-size:12px"">Bettercroft</span></p></div>",client_holiday
clientmanager@quotera.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T12:37:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Quotera,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Quotera</span></p></div>",client_holiday
clientmanager@archway.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T15:04:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Archway,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>Brightwave Labs team may continue working and bill as usual.</b></p><p>Regards,<br>Gopi<br><span style=""color:#888;font-size:12px"">Archway</span></p></div>",client_holiday
clientmanager@kredora.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T11:16:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Kredora,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Kredora</span></p></div>",client_holiday
clientmanager@parcelly.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-19,2026-03-19T10:55:00,Holiday Notice: Ugadi / Gudi Padwa (2026-03-19) - Parcelly,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-19</b> is a public holiday (<b>Ugadi / Gudi Padwa</b>).</p><p>Our offices will be closed. <b>Brightwave Labs team may continue working and bill as usual.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Parcelly</span></p></div>",client_holiday
clientmanager@theledger.com,people@brightwavelabs.com,atirek@brightwavelabs.com;anand@brightwavelabs.com,2026-03-17,2026-03-17T08:26:00,Date Extension: Ledger - Ads - revised end date 2027-01-18,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi,</p><p>We would like to extend the timeline for <b>Ledger - Ads</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Original End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-12-31</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Revised End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd""><b>2027-01-18</b></td></tr></table><p>Please update your records accordingly.</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Ledger</span></p></div>",date_extension
clientmanager@bettercroft.com,people@brightwavelabs.com,atirek@brightwavelabs.com;anand@brightwavelabs.com,2026-03-17,2026-03-17T14:30:00,Date Extension: Bettercroft - CRM - revised end date 2027-02-20,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi,</p><p>We would like to extend the timeline for <b>Bettercroft - CRM</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Original End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-12-31</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Revised End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd""><b>2027-02-20</b></td></tr></table><p>Please update your records accordingly.</p><p>Regards,<br>Kiran<br><span style=""color:#888;font-size:12px"">Bettercroft</span></p></div>",date_extension
clientmanager@quotera.com,people@brightwavelabs.com,atirek@brightwavelabs.com;anand@brightwavelabs.com,2026-03-17,2026-03-17T16:39:00,Date Extension: Quotera - revised end date 2027-02-28,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi,</p><p>We would like to extend the timeline for <b>Quotera</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Original End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-12-31</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Revised End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd""><b>2027-02-28</b></td></tr></table><p>Please update your records accordingly.</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Quotera</span></p></div>",date_extension
clientmanager@archway.com,people@brightwavelabs.com,atirek@brightwavelabs.com;anand@brightwavelabs.com,2026-03-17,2026-03-17T15:51:00,Date Extension: Canvara Archway - revised end date 2027-01-22,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi,</p><p>We would like to extend the timeline for <b>Canvara Archway</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Original End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-12-31</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Revised End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd""><b>2027-01-22</b></td></tr></table><p>Please update your records accordingly.</p><p>Regards,<br>Gopi<br><span style=""color:#888;font-size:12px"">Archway</span></p></div>",date_extension
clientmanager@kredora.com,people@brightwavelabs.com,atirek@brightwavelabs.com;anand@brightwavelabs.com,2026-03-17,2026-03-17T11:50:00,Date Extension: Kredora - revised end date 2027-02-13,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi,</p><p>We would like to extend the timeline for <b>Kredora</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Original End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-12-31</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Revised End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd""><b>2027-02-13</b></td></tr></table><p>Please update your records accordingly.</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Kredora</span></p></div>",date_extension
clientmanager@parcelly.com,people@brightwavelabs.com,atirek@brightwavelabs.com;anand@brightwavelabs.com,2026-03-17,2026-03-17T13:45:00,Date Extension: Parcelly - Shipping Squad - revised end date 2026-11-17,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi,</p><p>We would like to extend the timeline for <b>Parcelly - Shipping Squad</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Original End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-09-30</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Revised End Date</b></td><td style=""padding:4px 12px;border:1px solid #ddd""><b>2026-11-17</b></td></tr></table><p>Please update your records accordingly.</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Parcelly</span></p></div>",date_extension
atirek@brightwavelabs.com,people@brightwavelabs.com,atirek@brightwavelabs.com;sidharth@brightwavelabs.com,2026-03-31,2026-03-31T16:37:00,Concern: Low hours for Sidharth on AI Workshops,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Sidharth</b> has logged significantly fewer hours than expected on <b>AI Workshops</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">40 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>17 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Atirek<br><span style=""color:#888;font-size:12px"">Client Manager, Brightwave Labs</span></p></div>",escalation
atirek@brightwavelabs.com,people@brightwavelabs.com,atirek@brightwavelabs.com;vishnu.nair@brightwavelabs.com,2026-03-31,2026-03-31T16:51:00,Concern: Low hours for Vishnu.Nair on AI Workshops,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Vishnu.Nair</b> has logged significantly fewer hours than expected on <b>AI Workshops</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">40 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>26 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Atirek<br><span style=""color:#888;font-size:12px"">Client Manager, Brightwave Labs</span></p></div>",escalation
clientmanager@nimbus.com,people@brightwavelabs.com,atirek@brightwavelabs.com;shreyas.barhanpurkar@brightwavelabs.com,2026-03-31,2026-03-31T13:26:00,Concern: Low hours for Shreyas.Barhanpurkar on Nimbus Ether,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Shreyas.Barhanpurkar</b> has logged significantly fewer hours than expected on <b>Nimbus Ether</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">37 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>17 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Nimbus</span></p></div>",escalation
clientmanager@mobiscape.com,people@brightwavelabs.com,atirek@brightwavelabs.com;utkarsh.srivastava@brightwavelabs.com,2026-03-31,2026-03-31T14:38:00,Concern: Low hours for Utkarsh.Srivastava on Mobiscape - PII/PHI Detection,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Utkarsh.Srivastava</b> has logged significantly fewer hours than expected on <b>Mobiscape - PII/PHI Detection</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">38 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>25 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Mobiscape</span></p></div>",escalation
clientmanager@quotera.com,people@brightwavelabs.com,atirek@brightwavelabs.com;saunak.adhikari@brightwavelabs.com,2026-03-31,2026-03-31T08:40:00,Concern: Low hours for Saunak.Adhikari on Quotera,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Saunak.Adhikari</b> has logged significantly fewer hours than expected on <b>Quotera</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">36 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>19 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Quotera</span></p></div>",escalation
clientmanager@summitcapital.com,people@brightwavelabs.com,atirek@brightwavelabs.com;shubham.shukla@brightwavelabs.com,2026-03-31,2026-03-31T14:36:00,Concern: Low hours for Shubham.Shukla on Summit Capital - Migration Admin Apps,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Shubham.Shukla</b> has logged significantly fewer hours than expected on <b>Summit Capital - Migration Admin Apps</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">40 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>24 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Summit</span></p></div>",escalation
atirek@brightwavelabs.com,people@brightwavelabs.com,atirek@brightwavelabs.com;saroj@brightwavelabs.com,2026-03-31,2026-03-31T16:51:00,Concern: Low hours for Saroj on Team Beach,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Saroj</b> has logged significantly fewer hours than expected on <b>Team Beach</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">39 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>17 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Atirek<br><span style=""color:#888;font-size:12px"">Client Manager, Brightwave Labs</span></p></div>",escalation
atirek@brightwavelabs.com,people@brightwavelabs.com,atirek@brightwavelabs.com;animesh@brightwavelabs.com,2026-03-31,2026-03-31T14:17:00,Concern: Low hours for Animesh on Team Beach,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Animesh</b> has logged significantly fewer hours than expected on <b>Team Beach</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">38 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>24 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Atirek<br><span style=""color:#888;font-size:12px"">Client Manager, Brightwave Labs</span></p></div>",escalation
clientmanager@bettercroft.com,people@brightwavelabs.com,atirek@brightwavelabs.com;abhishek@brightwavelabs.com,2026-03-31,2026-03-31T16:15:00,Concern: Low hours for Abhishek on Bettercroft - CRM,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Abhishek</b> has logged significantly fewer hours than expected on <b>Bettercroft - CRM</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">35 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>18 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Kiran<br><span style=""color:#888;font-size:12px"">Client Manager, Bettercroft</span></p></div>",escalation
clientmanager@bettercroft.com,people@brightwavelabs.com,atirek@brightwavelabs.com;jay@brightwavelabs.com,2026-03-31,2026-03-31T13:22:00,Concern: Low hours for Jay on Bettercroft - CRM,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Jay</b> has logged significantly fewer hours than expected on <b>Bettercroft - CRM</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">35 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>16 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Kiran<br><span style=""color:#888;font-size:12px"">Client Manager, Bettercroft</span></p></div>",escalation
clientmanager@bettercroft.com,people@brightwavelabs.com,atirek@brightwavelabs.com;neel.chavan@brightwavelabs.com,2026-03-31,2026-03-31T15:32:00,Concern: Low hours for Neel.Chavan on Bettercroft - CRM,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Neel.Chavan</b> has logged significantly fewer hours than expected on <b>Bettercroft - CRM</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">35 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>25 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Kiran<br><span style=""color:#888;font-size:12px"">Client Manager, Bettercroft</span></p></div>",escalation
clientmanager@kredora.com,people@brightwavelabs.com,atirek@brightwavelabs.com;manish.lath@brightwavelabs.com,2026-03-31,2026-03-31T09:12:00,Concern: Low hours for Manish.Lath on Kredora,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Manish.Lath</b> has logged significantly fewer hours than expected on <b>Kredora</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">36 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>15 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Kredora</span></p></div>",escalation
clientmanager@parcelly.com,people@brightwavelabs.com,atirek@brightwavelabs.com;rishabh.a@brightwavelabs.com,2026-03-31,2026-03-31T11:41:00,Concern: Low hours for Rishabh.A on Parcelly - Shipping Squad,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Rishabh.A</b> has logged significantly fewer hours than expected on <b>Parcelly - Shipping Squad</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">36 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>24 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Parcelly</span></p></div>",escalation
clientmanager@parcelly.com,people@brightwavelabs.com,atirek@brightwavelabs.com;gaurav@brightwavelabs.com,2026-03-31,2026-03-31T11:54:00,Concern: Low hours for Gaurav on Parcelly - Rate Card,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Gaurav</b> has logged significantly fewer hours than expected on <b>Parcelly - Rate Card</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">38 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>16 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Parcelly</span></p></div>",escalation
clientmanager@theledger.com,people@brightwavelabs.com,atirek@brightwavelabs.com;sagar.yadav@brightwavelabs.com,2026-03-31,2026-03-31T10:40:00,Concern: Low hours for Sagar.Yadav on Ledger - Ads,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>We have noticed that <b>Sagar.Yadav</b> has logged significantly fewer hours than expected on <b>Ledger - Ads</b> this week.</p><table style=""border-collapse:collapse;margin:10px 0""><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Expected</b></td><td style=""padding:4px 12px;border:1px solid #ddd"">37 hrs/week</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd""><b>Actual</b></td><td style=""padding:4px 12px;border:1px solid #ddd;color:red""><b>22 hrs</b></td></tr></table><p>Could you please look into this and revert?</p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Ledger</span></p></div>",escalation
